product_name,shipping_fee,page_number,product_condition,seller_feedback_score,origin_country,manufacturer,category,product_price
galaxy s10,108.92,1,New,1636,United States,samsung,Smartphones,1950.15
iphone x,87.39,3,Used,339,Australia,apple,Smartphones,1444.02
dell precision,525.8,3,Seller refurbished,1516,United States,dell,Computers,3019.53
huawei matebook,186.57,2,Seller refurbished,78929,United Kingdom,huawei,Computers,2692.78
ipad pro,288.87,4,Used,1515,United States,apple,Tablets,2021.45
dell xps,249.33,1,Used,117,United States,dell,Computers,845.08
iphone x,88.73,3,Used,94331,United States,apple,Smartphones,893.83
dell precision,1657.0,4,Seller refurbished,2875,United States,dell,Computers,3737.81
lenovo ideapad,166.07,4,Seller refurbished,1535,United States,lenovo,Computers,1831.72
lenovo thinkpad,202.54,1,Seller refurbished,3410,United States,lenovo,Computers,666.11
galaxy tab,118.48,1,New,16242,United States,samsung,Tablets,1401.94
ipad air,107.9,2,Used,737,United Kingdom,apple,Tablets,409.7
oneplus 8 pro,116.98,1,New,119196,United States,oneplus,Smartphones,1803.88
lenovo tab,96.27,2,Open box,665,United States,lenovo,Tablets,419.65
macbook air,231.88,2,Used,1435,United States,apple,Computers,2131.65
galaxy tab,139.39,1,New,298,United States,samsung,Tablets,1998.42
galaxy s20,116.98,3,Used,119196,United States,samsung,Smartphones,1560.11
ipad air,112.37,3,Used,4780,United Kingdom,apple,Tablets,667.44
galaxy s20,112.66,1,Seller refurbished,94331,United States,samsung,Smartphones,2145.16
galaxy s21,164.34,2,New,151,United States,samsung,Smartphones,2997.63
huawei p40,176.24,4,New,16243,Germany,huawei,Smartphones,1550.52
huawei p30,100.91,2,Used,27114,United Kingdom,huawei,Smartphones,1288.9
huawei p40,91.94,4,New,78929,United Kingdom,huawei,Smartphones,895.12
ipad air,118.63,2,New,115,United Kingdom,apple,Tablets,1638.8
asus zephyrus,239.68,1,New,180,United States,asus,Computers,5850.54
dell latitude,416.84,1,Seller refurbished,2896,United States,dell,Tablets,992.55
ipad air,86.22,3,Seller refurbished,1521,United Kingdom,apple,Tablets,483.31
macbook pro,119.01,3,For parts or not working,94258,United States,apple,Computers,531.25
iphone 12,125.89,1,New,32390,United States,apple,Smartphones,2887.49
dell latitude,155.96,3,Seller refurbished,732,United Kingdom,dell,Tablets,1012.74
huawei p30,0.0,4,New,5010,United Kingdom,huawei,Smartphones,3770.15
galaxy s20,159.32,3,Used,1774,United Kingdom,samsung,Smartphones,2249.04
macbook air,150.3,1,Seller refurbished,2315,United Kingdom,apple,Computers,1380.96
oneplus nord,0.0,2,New,138,Hong Kong,oneplus,Smartphones,682.56
iphone x,89.56,2,Used,2153,United Kingdom,apple,Smartphones,764.68
asus zenbook,212.57,3,Seller refurbished,76818,United Kingdom,asus,Computers,3611.3
iphone 11,470.26,4,Used,254,United States,apple,Smartphones,2564.64
galaxy s20,115.78,1,Used,530,United Kingdom,samsung,Smartphones,2203.84
ipad air,89.17,4,Used,27114,United Kingdom,apple,Tablets,644.42
dell vostro,195.46,3,Used,208,United States,dell,Computers,1467.15
xiaomi mi 10,131.39,1,Used,215,United Kingdom,xiaomi,Smartphones,2024.14
xiaomi redmibook,15.64,2,New,209973,Germany,xiaomi,Computers,68.95
huawei p40,106.78,1,Used,27114,United Kingdom,huawei,Smartphones,1709.23
galaxy tab,77.6,1,New,30585,United States,samsung,Tablets,508.59
asus rog strix scar,262.83,1,New,365,United States,asus,Computers,6680.02
ipad pro,134.7,4,Used,8732,United Kingdom,apple,Tablets,1128.5
ipad air,86.27,2,Used,173,United States,apple,Tablets,391.36
dell precision,285.58,4,Used,611,United Kingdom,dell,Computers,3148.44
huawei p30,110.02,4,Seller refurbished,849,United Kingdom,huawei,Smartphones,1790.71
oneplus nord,83.4,1,New,734,United States,oneplus,Smartphones,614.27
ipad pro,153.62,4,Open box,71262,United Kingdom,apple,Tablets,3656.4
asus zenbook,203.06,4,New,11993,United States,asus,Computers,3912.45
iphone x,186.08,2,Used,510,United States,apple,Smartphones,1007.59
dell xps,168.59,1,Seller refurbished,796,United Kingdom,dell,Computers,598.25
iphone 12,166.54,4,Used,14,United States,apple,Smartphones,4496.45
galaxy s21,0.0,4,New,0,Philippines,samsung,Smartphones,1433.65
galaxy s20,115.44,1,New,22198,United States,samsung,Smartphones,2198.1
galaxy s10,89.68,3,Seller refurbished,69905,United States,samsung,Smartphones,942.55
asus zenbook,192.36,2,New,2769,South,asus,Computers,3879.87
oneplus nord,97.7,1,Open box,4870,United Kingdom,oneplus,Smartphones,1209.99
iphone 11,105.25,3,Seller refurbished,94331,United States,apple,Smartphones,1665.02
lenovo thinkbook,273.45,2,New,20349,United States,lenovo,Computers,3972.33
lenovo tab,109.62,1,Used,339,United Kingdom,lenovo,Tablets,269.84
asus zenbook,189.51,2,Seller refurbished,78929,United Kingdom,asus,Computers,3001.75
galaxy tab,120.14,1,New,1437,United States,samsung,Tablets,2164.92
galaxy tab,124.05,1,Used,961,United Kingdom,samsung,Tablets,112.85
galaxy s21,126.62,1,Used,3,Australia,samsung,Smartphones,1058.52
dell latitude,157.81,3,Seller refurbished,1472,United States,dell,Tablets,982.56
ipad air,137.32,3,Used,3428,United Kingdom,apple,Tablets,2665.35
galaxy s20,119.87,2,New,119196,United States,samsung,Smartphones,2364.6
asus zenbook,185.65,1,Used,263,United Kingdom,asus,Computers,1380.96
lenovo ideapad,150.15,4,New,1872,United States,lenovo,Computers,2161.63
ipad air,106.38,3,Used,3431,United Kingdom,apple,Tablets,966.66
lenovo tab,82.63,4,New,373,United Kingdom,lenovo,Tablets,382.29
iphone 11,99.89,1,Seller refurbished,214574,United States,apple,Smartphones,2305.95
galaxy s20,109.19,1,Seller refurbished,127396,United Kingdom,samsung,Smartphones,1744.63
galaxy s20,123.97,4,Open box,2923,United Kingdom,samsung,Smartphones,2653.83
gigabyte aero,0.0,2,New,14357,Spain,gigabyte,Computers,13609.27
macbook pro,138.02,4,Used,2374,United States,apple,Computers,2321.5
dell precision,261.88,3,Used,611,United Kingdom,dell,Computers,3148.44
lenovo thinkpad,180.55,3,Seller refurbished,2419,United Kingdom,lenovo,Computers,1254.97
asus rog strix scar,266.17,2,New,16243,Germany,asus,Computers,8587.47
macbook air,138.42,4,Used,4770,United States,apple,Computers,1948.46
huawei matebook,207.11,1,Open box,40683,United Kingdom,huawei,Computers,2646.89
asus vivobook,202.11,3,New,7471,United States,asus,Computers,4130.04
ipad pro,150.5,2,Used,4780,United Kingdom,apple,Tablets,2257.09
iphone 12,116.57,2,Used,4,Canada,apple,Smartphones,2831.1
lenovo thinkbook,207.47,4,New,376,United Kingdom,lenovo,Computers,690.5
macbook pro,328.61,3,Used,359,United States,apple,Computers,2035.06
galaxy tab,161.23,2,Used,39515,United States,samsung,Tablets,3.23
ipad air,85.47,1,Seller refurbished,3639,United States,apple,Tablets,629.5
iphone 12,0.0,3,New,0,Philippines,apple,Smartphones,1367.06
galaxy s21,114.54,3,Used,43886,United States,samsung,Smartphones,2151.6
lenovo thinkpad,227.96,2,Used,308,United Kingdom,lenovo,Computers,772.14
dell xps,186.45,3,Used,358,United Kingdom,dell,Computers,2204.06
dell xps,259.41,2,Used,545,United States,dell,Computers,1576.4
dell vostro,157.16,1,Seller refurbished,351,United Kingdom,dell,Computers,1077.19
dell vostro,224.72,1,Used,37055,United Kingdom,dell,Computers,4.47
galaxy s20,118.17,1,Used,39515,United States,samsung,Smartphones,1282.32
dell xps,323.5,3,Seller refurbished,838,United States,dell,Computers,1751.91
huawei mediapad,133.23,1,New,2715,South,huawei,Tablets,1512.11
lenovo thinkpad,113.98,1,Used,1471,United States,lenovo,Computers,1062.49
asus vivobook,162.67,2,New,7471,United States,asus,Computers,2065.0
lenovo ideapad,173.18,4,Seller refurbished,453,United Kingdom,lenovo,Computers,1956.43
galaxy tab,130.32,1,New,809,United States,samsung,Tablets,2021.28
asus rog strix scar,0.0,2,New,14357,Spain,asus,Computers,7828.06
oneplus nord,266.52,1,New,1412,United States,oneplus,Smartphones,396.54
lenovo ideapad,170.93,4,New,7471,United States,lenovo,Computers,2497.99
oneplus nord,156.21,1,Open box,107,United States,oneplus,Smartphones,1170.11
galaxy tab,139.84,3,New,169,United States,samsung,Tablets,1698.67
macbook air,252.17,1,For parts or not working,308,United Kingdom,apple,Computers,1242.91
ipad pro,137.78,3,Used,43886,United States,apple,Tablets,2412.66
oneplus 8 pro,91.98,2,Used,43886,United States,oneplus,Smartphones,1062.82
iphone 11,105.25,3,Seller refurbished,433,United States,apple,Smartphones,1665.18
xiaomi mi 10,779.37,2,New,542,Italy,xiaomi,Smartphones,2154.05
iphone 12,129.41,2,Used,354,United Kingdom,apple,Smartphones,2909.01
galaxy tab,115.39,3,Used,171,United States,samsung,Tablets,1238.95
ipad air,139.07,2,Seller refurbished,71262,United Kingdom,apple,Tablets,2761.93
dell xps,281.31,1,Used,1158,United Kingdom,dell,Computers,7417.35
galaxy s10,0.0,3,Seller refurbished,16188,China,samsung,Smartphones,1095.84
dell latitude,151.88,2,Seller refurbished,185,United States,dell,Tablets,1498.82
huawei p30,139.89,3,New,486,Hong Kong,huawei,Smartphones,1165.58
dell latitude,135.96,1,Used,2169,United States,dell,Tablets,666.14
galaxy s20,103.88,2,Open box,17146,United States,samsung,Smartphones,1686.91
galaxy s10,23.14,4,New,1012,France,samsung,Smartphones,140.19
galaxy book,0.0,2,New,9678,South,samsung,Computers,7660.58
asus zenbook,46.97,1,Used,1014,Germany,asus,Computers,865.67
galaxy book,0.0,3,New,2769,South,samsung,Computers,4193.35
xiaomi mi 11,127.43,1,New,2321,United States,xiaomi,Smartphones,2826.03
lenovo thinkpad,207.74,2,Used,108,United States,lenovo,Computers,701.11
galaxy tab,132.44,1,Used,12703,Canada,samsung,Tablets,185.45
lenovo ideapad,173.1,3,New,296957,United States,lenovo,Computers,2198.23
lenovo ideapad,155.31,3,Open box,1051,United States,lenovo,Computers,2045.05
lenovo thinkpad,216.99,3,Used,364,United Kingdom,lenovo,Computers,539.77
macbook pro,143.75,4,Seller refurbished,4770,United States,apple,Computers,2621.26
iphone 11,99.55,3,Open box,214574,United States,apple,Smartphones,2448.03
galaxy s20,101.35,1,Open box,17146,United States,samsung,Smartphones,1462.18
galaxy tab,126.22,1,Open box,470,United Kingdom,samsung,Tablets,92.07
xiaomi mi 10,119.87,1,New,119196,United States,xiaomi,Smartphones,1505.44
ipad pro,125.33,3,Used,283,United States,apple,Tablets,1760.58
ipad pro,137.37,3,Used,4780,United Kingdom,apple,Tablets,1534.78
dell vostro,187.45,1,Seller refurbished,1313,United Kingdom,dell,Computers,2071.47
ipad pro,132.27,1,Used,1300,United States,apple,Tablets,1196.57
dell vostro,187.8,3,Used,2173,United States,dell,Computers,717.22
huawei p40,85.42,4,Open box,10255,United Kingdom,huawei,Smartphones,535.27
macbook pro,136.76,1,Used,1091,United States,apple,Computers,1462.18
asus zenbook,241.69,1,New,25284,United Kingdom,asus,Computers,3295.22
huawei mediapad,80.56,1,Used,218,United Kingdom,huawei,Tablets,269.89
iphone x,134.11,4,Used,14763,United States,apple,Smartphones,1137.57
macbook air,117.17,1,Used,4770,United States,apple,Computers,1229.03
macbook pro,356.39,3,For parts or not working,370,United States,apple,Computers,1185.73
oneplus nord,179.92,2,New,2825,United Kingdom,oneplus,Smartphones,1394.36
huawei p30,39.17,3,Used,455,France,huawei,Smartphones,583.64
ipad pro,0.0,1,Used,11,United Kingdom,apple,Tablets,471.19
ipad pro,101.27,1,Used,751,United States,apple,Tablets,500.47
galaxy s10,88.05,2,Seller refurbished,5219,United States,samsung,Smartphones,858.05
huawei matebook,175.25,1,Used,6380,United Kingdom,huawei,Computers,2071.47
huawei p30,100.91,1,Open box,2923,United Kingdom,huawei,Smartphones,1288.9
xiaomi mi 10,58.51,1,Open box,14,China,xiaomi,Smartphones,2274.85
macbook air,99.55,4,Seller refurbished,214574,United States,apple,Computers,2814.41
galaxy book,174.73,2,New,5010,United Kingdom,samsung,Computers,9215.16
ipad pro,122.43,3,Used,43886,United States,apple,Tablets,831.37
galaxy tab,271.45,1,New,497,United States,samsung,Tablets,1199.02
macbook air,199.41,3,Used,1435,United States,apple,Computers,1165.75
lenovo tab,68.03,2,Seller refurbished,40683,United Kingdom,lenovo,Tablets,462.49
iphone 11,99.55,4,Seller refurbished,214574,United States,apple,Smartphones,2314.8
lenovo thinkpad,135.83,1,Used,1471,United States,lenovo,Computers,1025.86
galaxy book,147.99,1,Used,654,United States,samsung,Computers,638.68
oneplus 8 pro,97.74,1,Used,290,United States,oneplus,Smartphones,713.44
huawei mediapad,44.94,1,New,436,United Kingdom,huawei,Tablets,193.42
lenovo thinkpad,199.81,2,Seller refurbished,17427,United Kingdom,lenovo,Computers,3593.97
huawei mediapad,101.39,2,Used,22638,United Kingdom,huawei,Tablets,179.88
lenovo thinkbook,178.79,3,Certified refurbished,8407,United States,lenovo,Computers,2497.99
xiaomi redmibook,8.58,2,New,209973,Germany,xiaomi,Computers,77.18
lenovo thinkpad,178.8,1,Used,118,United Kingdom,lenovo,Computers,449.81
galaxy tab,122.42,2,Used,11867,United Kingdom,samsung,Tablets,67.71
dell xps,246.54,2,Used,778,United States,dell,Computers,3250.3
lenovo ideapad,161.07,1,Seller refurbished,40683,United Kingdom,lenovo,Computers,782.53
iphone x,65.01,4,Used,1,United States,apple,Smartphones,685.81
dell xps,176.69,1,Used,934,United States,dell,Computers,1397.63
galaxy tab,116.83,2,New,209,United Kingdom,samsung,Tablets,252.79
dell xps,183.43,4,Used,2560,United Kingdom,dell,Computers,2694.36
lenovo ideapad,229.49,2,Used,21153,United States,lenovo,Computers,1665.32
galaxy tab,105.28,1,Open box,148217,United States,samsung,Tablets,999.18
asus rog strix scar,369.35,1,New,0,Australia,asus,Computers,7064.49
lenovo thinkbook,270.82,3,Open box,2387,United Kingdom,lenovo,Computers,4122.86
huawei p30,0.0,4,New,5010,United Kingdom,huawei,Smartphones,3678.09
lenovo thinkpad,151.53,4,Used,8407,United States,lenovo,Computers,1235.08
huawei p40,163.05,2,Used,2244,United Kingdom,huawei,Smartphones,2301.64
ipad pro,179.53,3,Used,70,United Kingdom,apple,Tablets,1358.72
iphone x,91.14,3,Used,8200,United States,apple,Smartphones,1019.52
galaxy s10,116.98,4,New,119196,United States,samsung,Smartphones,1556.86
macbook air,161.03,4,Used,1537,United Kingdom,apple,Computers,1058.73
galaxy book,157.43,1,Used,51,United Kingdom,samsung,Computers,517.28
iphone 12,54.84,2,New,0,Philippines,apple,Smartphones,2040.79
xiaomi redmibook,15.64,1,New,209973,Germany,xiaomi,Computers,53.66
oneplus nord,152.76,2,New,116,United States,oneplus,Smartphones,536.27
ipad pro,129.63,2,For parts or not working,5219,United States,apple,Tablets,110.85
dell precision,156.27,4,Used,1207,United States,dell,Computers,2242.64
xiaomi mi 10,139.89,2,New,17243,Hong Kong,xiaomi,Smartphones,2166.09
huawei mediapad,83.03,1,Used,19205,United Kingdom,huawei,Tablets,404.78
huawei p40,128.02,4,New,78929,United Kingdom,huawei,Smartphones,2780.39
galaxy s20,99.91,2,Open box,94331,United States,samsung,Smartphones,1478.89
ipad air,135.79,1,Seller refurbished,989,United States,apple,Tablets,699.41
asus vivobook,167.13,2,New,7471,United States,asus,Computers,2298.15
ipad pro,111.73,2,Seller refurbished,15957,United Kingdom,apple,Tablets,1354.21
huawei p40,139.89,2,New,17243,Hong Kong,huawei,Smartphones,2494.6
huawei p30,199.73,4,New,128,Germany,huawei,Smartphones,1092.86
huawei mediapad,97.51,1,New,1641,China,huawei,Tablets,724.82
dell latitude,135.96,1,Used,2169,United States,dell,Tablets,666.14
iphone x,87.39,1,Seller refurbished,2458,Australia,apple,Smartphones,1253.16
lenovo tab,44.98,1,Used,73,Greece,lenovo,Tablets,224.9
macbook pro,177.43,1,Used,91,United States,apple,Computers,747.74
huawei p30,81.3,2,Open box,12350,United States,huawei,Smartphones,626.17
xiaomi redmibook,16.3,1,New,4917,China,xiaomi,Computers,159.73
galaxy book,215.26,1,New,318627,United States,samsung,Computers,5571.27
lenovo thinkpad,197.65,4,Used,113,United States,lenovo,Computers,1007.59
iphone 11,108.41,3,Seller refurbished,106,United Kingdom,apple,Smartphones,1703.24
iphone x,89.97,4,Used,78415,United States,apple,Smartphones,958.84
dell vostro,176.27,1,Used,411,Germany,dell,Computers,1762.68
galaxy s10,95.2,1,Open box,19995,United States,samsung,Smartphones,1231.86
macbook pro,147.92,4,Used,7166,United States,apple,Computers,1658.69
galaxy s10,143.4,4,Open box,17146,United States,samsung,Smartphones,1946.93
huawei matebook,183.12,1,Seller refurbished,71262,United Kingdom,huawei,Computers,2676.27
xiaomi mi 11,159.6,1,New,568,United Kingdom,xiaomi,Smartphones,4515.85
lenovo thinkpad,152.28,1,For parts or not working,7248,United States,lenovo,Computers,66.63
asus vivobook,87.46,1,Open box,247,United Kingdom,asus,Computers,777.97
iphone 12,0.0,2,New,0,Philippines,apple,Smartphones,1711.99
dell precision,232.2,2,Seller refurbished,109711,United States,dell,Computers,2242.67
dell precision,234.57,1,Used,1435,United States,dell,Computers,1755.16
iphone 12,66.61,1,Used,63,United States,apple,Smartphones,1165.75
asus zenbook,219.65,3,Seller refurbished,11993,United States,asus,Computers,4781.34
galaxy s20,157.07,2,Used,285,United Kingdom,samsung,Smartphones,2249.04
iphone 12,147.72,3,Used,1137,United Kingdom,apple,Smartphones,3862.22
galaxy tab,85.77,2,Seller refurbished,1276,United Kingdom,samsung,Tablets,541.66
macbook air,125.33,2,Used,2327,United States,apple,Computers,1262.34
macbook air,124.37,2,Seller refurbished,341,United States,apple,Computers,1998.39
macbook pro,175.59,4,Used,1174,United States,apple,Computers,3893.92
macbook pro,147.58,4,Seller refurbished,2327,United States,apple,Computers,2821.1
asus zenbook,229.41,3,New,78929,United Kingdom,asus,Computers,4536.57
dell vostro,428.85,2,Seller refurbished,429,United Kingdom,dell,Computers,744.84
galaxy tab,149.95,2,New,119196,United States,samsung,Tablets,1956.21
lenovo ideapad,198.31,4,New,7471,United States,lenovo,Computers,3930.2
hp zbook,233.25,2,Used,391,United States,hp,Computers,1295.84
huawei mediapad,101.39,2,Used,22638,United Kingdom,huawei,Tablets,179.88
asus rog strix scar,184.75,1,Used,8407,United States,asus,Computers,2591.65
hp zbook,211.49,1,New,16243,Germany,hp,Computers,9598.82
huawei matebook,333.07,1,New,1641,China,huawei,Computers,3880.27
iphone 11,115.71,4,Open box,10093,United States,apple,Smartphones,1931.77
iphone x,107.23,1,Used,39933,United States,apple,Smartphones,841.83
lenovo tab,137.69,4,Used,75,United Kingdom,lenovo,Tablets,224.9
macbook air,200.74,2,Seller refurbished,11341,United States,apple,Computers,1332.11
xiaomi redmibook,316.42,1,New,1641,China,xiaomi,Computers,2664.56
iphone x,97.74,1,Seller refurbished,2379,United Kingdom,apple,Smartphones,1214.44
macbook air,129.96,2,Seller refurbished,94258,United States,apple,Computers,1898.4
